"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YHR163W",138.077619432318,-0.474230381917887,0.420835250620569,-1.12687894186283,0.259793667865579,0.814276236902261
"YJR042W",106.421582168154,0.491424293192883,0.436401410375164,1.12608319200989,0.260130307740557,0.814276236902261
"YLR423C",19.997274989799,-0.714631841418796,0.635000199713241,-1.1254041207255,0.260417825712385,0.814276236902261
"YOL021C",90.0482643130155,0.501742680750258,0.444925298011002,1.1277009488857,0.259446236796434,0.814276236902261
"YPR025C",35.4083449872396,0.597552224268962,0.530468064935059,1.12646220153162,0.259969931127123,0.814276236902261
"YDR143C",50.9319905366747,0.610649687281852,0.542912615342362,1.12476606736569,0.260688177041839,0.814586365424894
"YLR083C",106.490897846698,0.48579970109474,0.432263648268452,1.12385046265339,0.261076469515576,0.815264382168389
"YCR023C",55.5589652399788,-0.575352591448771,0.513783833736558,-1.11983397232343,0.262784519414406,0.815780513955092
"YDL194W",64.3010346503026,-0.533761391173727,0.476640091723635,-1.11984157531426,0.262781278900186,0.815780513955092
"YDR389W",51.1431088113357,-0.553681881242289,0.493769074022143,-1.12133770698134,0.262144140903953,0.815780513955092
"YER094C",214.870903534171,-0.467844720705912,0.417299307319288,-1.12112508336361,0.262234623025282,0.815780513955092
"YGR029W",38.8288834595417,-0.627076405390378,0.559380224607573,-1.12101997497373,0.262279359937696,0.815780513955092
"YGR183C",137.474604737148,-0.470616310928607,0.420205281589883,-1.11996762427162,0.262727558873245,0.815780513955092
"YHR009C",162.286827736508,-0.463685191231115,0.414015635616635,-1.11997024107677,0.262726443713561,0.815780513955092
"YLR203C",125.544404166101,-0.475025710039669,0.424174972837648,-1.11988151224915,0.262764257603758,0.815780513955092
"YPR161C",72.0142676356072,0.518673762945232,0.463021256129061,1.12019428067177,0.262630980658757,0.815780513955092
"YMR114C",53.6528864005327,-0.547822930200062,0.489752776901508,-1.11857034005186,0.263323482746426,0.816733004748587
"YPL269W",21.9062427927101,-0.687055335250681,0.614369253745612,-1.1183100896764,0.263434579174003,0.816733004748587
"YAR035W",50.0106177583937,0.639030623534349,0.577125881267929,1.10726384706646,0.26817987025616,0.817226256126631
"YBR039W",305.297465615811,-0.442879860001526,0.396611269932532,-1.11665979657327,0.264139813811026,0.817226256126631
"YBR295W",38.6432466852618,0.613335217927425,0.552273634349749,1.11056400266069,0.266756064605586,0.817226256126631
"YDL183C",22.9589356829033,-0.716263496106524,0.647641647571569,-1.10595650973384,0.268745343735696,0.817226256126631
"YDL102W",37.4215236898793,0.585804447170894,0.528510350472961,1.10840676374013,0.267686185144832,0.817226256126631
"YDL092W",54.3914059995281,0.59605304822505,0.538276087224299,1.10733703831929,0.268148236416304,0.817226256126631
"YDR018C",17.7749478594777,-0.787837900330225,0.708704486306735,-1.11165925368397,0.266284685344644,0.817226256126631
"YDR213W",19.557860219874,0.739735540692108,0.668769536603788,1.10611428930915,0.268677054615393,0.817226256126631
"YDR505C",153.518977963517,-0.464839701584172,0.417994672824181,-1.11207087507475,0.266107678100203,0.817226256126631
"YGL242C",31.4333117992061,-0.612393202803302,0.550587095115905,-1.11225491522715,0.266028562549706,0.817226256126631
"YGL104C",40.5189869186842,-0.574342903677,0.517658842837838,-1.10950080660927,0.267214196665125,0.817226256126631
"YGL028C",67.3751163597693,-0.533208728026771,0.477813997377103,-1.11593367074583,0.264450527778363,0.817226256126631
"YGR220C",43.8722347790208,-0.563393436233873,0.505928163878773,-1.11358385727044,0.265457754873728,0.817226256126631
"YHL021C",998.721415938925,-0.442453295564952,0.397602751784335,-1.11280239781878,0.265793305367145,0.817226256126631
"YHR005C",63.0234649348257,0.541605540792782,0.48894897198772,1.10769338279002,0.267994258136045,0.817226256126631
"YHR024C",81.9126495466309,-0.508559319914243,0.458339686133226,-1.10956859137531,0.267184972015941,0.817226256126631
"YIL161W",29.9935194520703,0.621495039810449,0.558962186672092,1.11187313673338,0.266192700302451,0.817226256126631
"YIL084C",21.6366618827838,0.677188747930815,0.612185275518533,1.10618267869514,0.268647458472353,0.817226256126631
"YJL198W",51.0855058735715,0.583738374254062,0.525049686472121,1.11177739801404,0.266233872110123,0.817226256126631
"YKL004W",73.9833070295864,0.534368541506291,0.478916227118688,1.11578708602384,0.264513282889307,0.817226256126631
"YLR088W",48.8618260332451,0.544576701330017,0.492082120394477,1.10667849686036,0.268432955502448,0.817226256126631
"YLR212C",35.9580904603824,0.584868441597374,0.527220171507127,1.10934382484921,0.267281886047277,0.817226256126631
"YLR243W",23.7953227556232,0.669141395685103,0.60059923239089,1.11412296186487,0.265226439150146,0.817226256126631
"YMR089C",167.569502609254,-0.459380697501081,0.414943501875117,-1.1070921593546,0.268254085107287,0.817226256126631
"YMR185W",21.1955191370747,0.740533598989462,0.663909665713491,1.11541319133172,0.264673399281176,0.817226256126631
"YMR258C",82.6989067361606,-0.510194522569262,0.456954237336696,-1.11651119714497,0.264203379976964,0.817226256126631
"YOL061W",121.916911242931,0.481555510316596,0.432059812349629,1.11455751391873,0.265040085296437,0.817226256126631
"YOL029C",22.9446972639679,0.687917512167044,0.621139150342695,1.10750950376821,0.268073705619693,0.817226256126631
"YOR386W",76.5848109231131,-0.506983669712529,0.456406558142541,-1.11081591766741,0.266647593447903,0.817226256126631
"YPL183W-A",20.9273829794209,-0.707963999437288,0.633792679690307,-1.11702773181796,0.263982468061685,0.817226256126631
"YDR246W",38.2735656919214,-0.592210405662461,0.536436195585977,-1.10397175010825,0.269605392344729,0.818795189641714
"YDR513W",221.890428542869,-0.447393665181703,0.405143923847936,-1.10428329007749,0.269470269071056,0.818795189641714
"YBR159W",132.496651491253,0.470556850506624,0.426549841208548,1.10316967689729,0.269953486979753,0.819329492689186
"YBR220C",42.5130742195252,0.572406838897501,0.519274073816225,1.10232123604939,0.270322040246533,0.819684743023893
"YIL146C",32.3221455831438,-0.642941991117317,0.583375115483784,-1.10210733034805,0.270415012932867,0.819684743023893
"YCR048W",45.2855977263243,0.554363962311213,0.50362591625,1.10074550261235,0.271007436336535,0.820957599952622
"YDR354W",71.9238338604887,-0.647359854031691,0.589728497942498,-1.09772523507048,0.272324487072571,0.824422540698704
"YAL056W",91.8249979920179,-0.498428688118992,0.458284880071587,-1.08759575057579,0.276773607536322,0.824614576102776
"YDR137W",48.3458228333077,0.539594565557037,0.495496514204519,1.08899770248296,0.276154898848833,0.824614576102776
"YDR519W",39.8323461039387,-0.575577474867431,0.52813393374592,-1.08983240441493,0.275786976919592,0.824614576102776
"YER163C",41.4117645622051,-0.591457613846196,0.541640270077657,-1.09197496294246,0.274844106153557,0.824614576102776
"YFL041W",80.0498728718159,-0.489612282677161,0.450239018388029,-1.08744969378731,0.276838119540653,0.824614576102776
"YFR040W",156.752296735501,-0.455163713633111,0.415523455176426,-1.0953983655143,0.27334214987528,0.824614576102776
"YGL129C",62.5886133307342,-0.52673119411011,0.481981653019343,-1.09284490563165,0.274461901481378,0.824614576102776
"YGR281W",104.27883834086,-0.481075241915441,0.439786541228999,-1.09388350214415,0.274006075285034,0.824614576102776
"YHR013C",56.9383883641717,0.557270827560892,0.509682156078902,1.0933693104897,0.274231682467381,0.824614576102776
"YHR161C",187.223144371105,-0.452022581959102,0.412085194093793,-1.09691536710785,0.272678390459153,0.824614576102776
"YIL099W",18.5314066353852,-0.72826854897707,0.669642763192738,-1.08754785238747,0.276794762617412,0.824614576102776
"YJL207C",88.77904415211,0.480474265424833,0.441716644688777,1.08774317472995,0.276708501969852,0.824614576102776
"YJL151C",127.520178331268,-0.466521670964559,0.426572325228004,-1.09365198671809,0.274107639495612,0.824614576102776
"YKR035W-A",65.3399965086668,-0.505074814291835,0.464846435761608,-1.08654122186463,0.277239613734911,0.824614576102776
"YKR036C",39.8926116294521,0.575389924304273,0.528822089591078,1.08805954900485,0.276568819763391,0.824614576102776
"YLR146C",18.2752314246072,0.7025135703773,0.642382586847486,1.09360618541189,0.274127735258047,0.824614576102776
"YLR361C-A",24.0928709470379,-0.64860715352451,0.596809020877196,-1.08679180581282,0.277128829932212,0.824614576102776
"YMR102C",69.3931239261659,0.514307542532843,0.471278160412029,1.09130357766461,0.275139324033407,0.824614576102776
"YMR244C-A",29.0217189767121,-0.63669412619815,0.582694141807203,-1.09267294883636,0.274537420978741,0.824614576102776
"YMR296C",142.144096831131,0.465992641587286,0.427519698790406,1.08999104112801,0.27571709048019,0.824614576102776
"YNL284C",75.8699516855704,-0.495126991766195,0.454927694907335,-1.0883641451353,0.276434383141849,0.824614576102776
"YNR038W",34.7524043927863,0.646642717891256,0.594961226151239,1.08686531065955,0.277096338974192,0.824614576102776
"YOR006C",44.7323897509402,0.545214589967725,0.500532002133704,1.08927019180301,0.276034753567126,0.824614576102776
"YOR038C",51.7969026088729,0.535202134279196,0.491820186737027,1.08820692747483,0.276503767202045,0.824614576102776
"YOR052C",219.684294364996,-0.44089337470544,0.404978326921408,-1.08868387613987,0.276293314524645,0.824614576102776
"YOR076C",34.8668096307307,0.589497302709142,0.53947985116133,1.09271421618461,0.274519296007706,0.824614576102776
"YOR079C",18.846816336047,0.698778425179786,0.642669698009976,1.0873056989361,0.276901730836595,0.824614576102776
"YPR093C",29.8963708254859,-0.613477058130151,0.560374959543791,-1.09476172637976,0.273621038214666,0.824614576102776
"YDR206W",67.9670952341419,0.519275556606593,0.478381183295239,1.08548491190573,0.277706942688849,0.824630262133158
"YDR311W",48.697641594309,0.53364177114851,0.49167513613116,1.08535439751453,0.277764721622074,0.824630262133158
"YER169W",55.5048922631426,-0.53172266656864,0.489770534309004,-1.08565670925636,0.277630900200345,0.824630262133158
"YBL023C",32.4104059089393,0.596682336928783,0.551408613850125,1.08210557822545,0.279205617439277,0.824909859316742
"YHL008C",19.5797076978733,-0.735457313275481,0.679718474315666,-1.08200283068065,0.27925127014859,0.824909859316742
"YJL006C",18.1700911994148,0.707842149977246,0.654618245765389,1.0813052562408,0.279561350092475,0.824909859316742
"YJL001W",170.252450990036,-0.445079787269938,0.410758062353605,-1.08355703286668,0.278561250479103,0.824909859316742
"YKL183W",29.2225020290358,0.633453896670644,0.584188434691274,1.08433145720422,0.278217862462463,0.824909859316742
"YKL117W",329.391696914771,-0.452781173462152,0.418020302446582,-1.08315593958504,0.278739212833039,0.824909859316742
"YKR017C",36.546101432671,-0.610519580991906,0.564287807249975,-1.08192942173824,0.279283890261469,0.824909859316742
"YKR068C",51.7428266968235,0.538274332116819,0.497042987019037,1.08295327803549,0.278829161788588,0.824909859316742
"YMR139W",119.786874728447,-0.483303435163961,0.446991735055266,-1.08123573046424,0.279592267929797,0.824909859316742
"YOR117W",234.691683361063,-0.435239553468925,0.401746570743186,-1.08336843464222,0.278644920593348,0.824909859316742
"YBL029W",42.2490736437786,0.560564234874929,0.519189211782912,1.07969160790135,0.280279532207065,0.826154866174403
"YEL007W",163.277641763988,-0.469873366359007,0.435737845346303,-1.07833958279565,0.280882238594281,0.826154866174403
"YIL070C",45.0918755009608,-0.540625045828651,0.501117367760884,-1.07883917143861,0.280659429311232,0.826154866174403
"YMR035W",17.7949272006633,0.710463976125019,0.658525583365428,1.0788707289004,0.280645359172753,0.826154866174403
"YPL253C",22.2221063319201,0.668250778962969,0.619590897416265,1.07853550100497,0.28079484760722,0.826154866174403
"YER136W",203.749548308172,-0.437734170361154,0.406445740273179,-1.07698058310796,0.281488940282106,0.826922358573933
"YLR223C",46.6505950478095,0.543797880924369,0.504930054863876,1.07697665386738,0.281490695711236,0.826922358573933
"YBR086C",310.356979433731,-0.424986190264264,0.395260460446317,-1.07520542222812,0.282282768372711,0.828698911829093
"YGR130C",528.462060972913,-0.418627473509884,0.389476726481909,-1.07484592800009,0.282443714012773,0.828698911829093
"YIR002C",81.8376360029545,-0.482180370421817,0.448918901990683,-1.07409237678262,0.28278128089485,0.829178136647316
"YJL200C",198.84028520012,-0.465468846105473,0.433883265576248,-1.07279741588391,0.283362020495594,0.829348004636242
"YNL247W",175.272997771486,0.532836392515766,0.496385701298177,1.07343219420354,0.283077246236661,0.829348004636242
"YNL032W",45.8740537743668,0.545355931867623,0.508208899497175,1.07309402178357,0.28322893300838,0.829348004636242
"YPL135W",78.7891221905673,0.502548842905707,0.468710219258064,1.07219519066857,0.283632370106491,0.829629040772458
"YLR093C",100.437327281255,-0.470965228866938,0.439718279424729,-1.07106129288755,0.284141870920869,0.830608822919174
"YNR017W",89.6550762296826,0.472516343218622,0.441482278188487,1.07029515467184,0.284486474707744,0.831105667976766
"YJR029W",234.742936647458,-0.527427632177111,0.493374503293065,-1.06902085263174,0.285060273284349,0.832271067828355
"YLR018C",41.4848861085791,0.566308596235716,0.529939954367152,1.06862785409716,0.285237392277104,0.832277590341349
"YDL199C",46.7607435145894,-0.565313409504336,0.529535305308111,-1.06756509686433,0.285716734879341,0.832705188606372
"YPL230W",161.605910534197,-0.45758593293623,0.428641050653156,-1.06752708878202,0.285733888000463,0.832705188606372
"YBR170C",97.2667663665644,-0.465520308312826,0.436934411214761,-1.0654237715418,0.286684204196075,0.833942620885771
"YDL045C",43.2486562289741,-0.539770091726333,0.506347001143522,-1.06600827200977,0.286419902586567,0.833942620885771
"YDL028C",57.0964856229015,-0.507516538972081,0.476288646024796,-1.06556505851634,0.286620301434622,0.833942620885771
"YNR027W",37.2486782309744,0.560334327212878,0.526139829490271,1.06499127381353,0.286879878622616,0.834002041762389
"YDL238C",41.0503554557712,-0.560651045636636,0.526876819494966,-1.06410269894592,0.287282178355751,0.834433995566506
"YGL101W",34.3221371046611,0.574929941437434,0.540675603735332,1.06335469450711,0.287621130250017,0.834433995566506
"YGL010W",17.2311029487062,-0.714140944076319,0.671790204673323,-1.06304161493928,0.287763079678731,0.834433995566506
"YKL027W",53.7788997338785,0.514603067466449,0.484228221611691,1.06272836753227,0.287905152494264,0.834433995566506
"YPR004C",120.230801792243,-0.4628486956015,0.435281053354344,-1.06333297081211,0.287630978189015,0.834433995566506
"YOR247W",272.584759883692,0.428628734293531,0.404108635967068,1.06067699658975,0.288836717504184,0.836624430068418
"YPR037C",28.2056633735602,-0.596158484264992,0.56236816352918,-1.06008576396601,0.289105583705693,0.836893839936372
"YER021W",302.880375738611,-0.422680115559306,0.39951820472427,-1.05797460681678,0.290067019408701,0.838230699677591
"YOR007C",497.441944399481,-0.423949094416525,0.400741565721167,-1.05791145885652,0.290095810541919,0.838230699677591
"YOR138C",110.301300614937,-0.455529007369956,0.43032111610394,-1.05857925703076,0.289791437815453,0.838230699677591
"YBR074W",61.8175552447147,0.495626417566727,0.469244021728849,1.05622319010198,0.290866258318855,0.83823266310948
"YCR095C",25.2785131499748,0.619806291340254,0.587115722039333,1.05567994191566,0.291114464077578,0.83823266310948
"YDR530C",39.5048790327365,-0.556822803772551,0.527395780115154,-1.05579685080334,0.291061037316709,0.83823266310948
"YOR274W",26.9428846905195,0.605081462371005,0.573037147595313,1.05592013521316,0.29100470411837,0.83823266310948
"YPL016W",71.4031379404512,0.571901810778057,0.541781494245082,1.05559495267542,0.29115330786299,0.83823266310948
"YPR107C",31.3439878144983,-0.580316568904343,0.549538590959762,-1.05600694555559,0.290965041667621,0.83823266310948
"YER072W",114.381813012354,0.49818477068973,0.472680161427617,1.05395743537254,0.291902405090078,0.839080596138654
"YIL130W",35.414923733766,0.566847608422148,0.537521951313554,1.05455713396808,0.291627917342068,0.839080596138654
"YJR072C",89.7778105613969,0.508837626883285,0.483215012288914,1.0530252867621,0.292329402899325,0.839080596138654
"YNL212W",101.654781084373,-0.459745481586087,0.436581294019775,-1.05305813117422,0.29231435043298,0.839080596138654
"YOR086C",302.454598330051,-0.420032478818492,0.398661475439032,-1.05360689380865,0.292062931665325,0.839080596138654
"YDR084C",36.9309842827226,-0.557010916098276,0.529191134372462,-1.05257038510066,0.292537936101898,0.839173018631063
"YIL042C",47.4153989968914,-0.529569914632754,0.503310321174277,-1.05217376309155,0.292719834606757,0.839188971622625
"YER030W",88.1317629494295,-0.486945056964446,0.463253705052468,-1.0511412033052,0.293193742577687,0.840041553839381
"YPL106C",960.968914351699,-0.407564498772262,0.388029409952841,-1.05034435101658,0.293559821075617,0.840584349277294
"YMR024W",55.4038214681877,-0.51720908206751,0.492942876234278,-1.04922721678952,0.294073555021245,0.841549036888819
"YDR520C",34.1542599474506,0.568339318468507,0.542017740881423,1.04856220673567,0.294379657746826,0.841584422620566
"YGR002C",43.0864284928261,-0.532084955973566,0.507505436051672,-1.04843203279382,0.294439601526212,0.841584422620566
"YDL203C",37.214485054434,0.547849199964994,0.523175066902289,1.04716228777644,0.295024735358935,0.842750729635757
"YOR245C",47.9279396945875,-0.533730721993841,0.510076741353682,-1.0463733762441,0.295388679861678,0.843284179641108
"YCR046C",37.6973587367433,-0.547223984927153,0.524356474772797,-1.04361061845239,0.29666557814382,0.843797350755928
"YDL086W",150.671590344184,-0.432410584437551,0.414921080093487,-1.04215139982795,0.297341491325424,0.843797350755928
"YDR041W",41.3213114900072,-0.532563350009107,0.51052632246513,-1.04316531111965,0.296871736399378,0.843797350755928
"YER048C",194.483550111806,-0.438249329872335,0.419460758096476,-1.04479220383123,0.296119018895317,0.843797350755928
"YKL214C",35.5516193133424,0.552544862999379,0.529975207021553,1.04258624871278,0.297139960803259,0.843797350755928
"YLR005W",72.5473298541541,-0.478769700245037,0.459260848236271,-1.04247880498346,0.297189747054926,0.843797350755928
"YMR292W",23.2179628524664,0.622732691896287,0.596620180911344,1.04376739476874,0.296593020210067,0.843797350755928
"YNR049C",23.8391062775962,0.628471569254693,0.602923850435506,1.04237304396025,0.297238759036702,0.843797350755928
"YOL065C",32.2227803496684,-0.608406031217144,0.583242811298117,-1.04314364349047,0.296881770029063,0.843797350755928
"YPL221W",116.984678560693,0.44890687053073,0.430321915583956,1.04318849278581,0.296861001915652,0.843797350755928
"YFL002W-A",65.4497797028729,-0.504342575454309,0.484349364836065,-1.04127849042397,0.297746316542647,0.843939678633982
"YMR083W",548.340701399919,-0.449128390598988,0.43119493399522,-1.04159013752227,0.297601743135721,0.843939678633982
"YPL098C",54.1544565239974,-0.516227397395351,0.496026457693145,-1.04072552862634,0.298002951576434,0.844164313423958
"YHR011W",26.766832975171,-0.59993046258651,0.577087162833325,-1.03958379465769,0.29853330902086,0.845163603587312
"YJR125C",134.337884147524,-0.437450242634649,0.42118922282999,-1.0386073976333,0.298987363919362,0.845698809622284
"YOR176W",117.360065999947,-0.444433089677281,0.4279925634087,-1.03841311198877,0.299077767723115,0.845698809622284
"YLR097C",43.138873034768,-0.544044528009603,0.524201400354858,-1.03785401496698,0.299338025092014,0.845932102976779
"YJL111W",224.948678880396,0.443151510619101,0.427318739410101,1.0370514319846,0.299711888244185,0.846485979913399
"YCL056C",21.4382842673073,0.63187227019154,0.60989852878301,1.03602852010871,0.300188837311967,0.847330176018774
"YDL226C",103.647454810041,0.455242293490309,0.44013569436257,1.03432259487524,0.300985377305817,0.848624574107531
"YNL251C",124.063750065752,0.444767006470053,0.430093650260298,1.03411665389822,0.301081631556982,0.848624574107531
"YNL022C",30.8029963086959,0.579592282447326,0.56058770740078,1.03390116264708,0.301182371436777,0.848624574107531
"YBR130C",64.106888499318,0.500058466575587,0.483963784209942,1.03325596437328,0.301484129021623,0.848972171605861
"YOR128C",431.786322515974,0.460492392600873,0.446390986388089,1.0315898094782,0.30226431625908,0.850665807851545
"YIL010W",40.2898815641217,-0.534676382595609,0.518594099025083,-1.03101131231682,0.302535514986742,0.850925836774177
"YKR048C",298.654207304522,0.407713820417806,0.395651981713495,1.0304859807654,0.302781929923966,0.851115891617338
"YLR443W",32.4827331863901,0.56255318425478,0.546210919226929,1.02991933052342,0.303047875622887,0.851360590371499
"YGR048W",68.0188012678399,-0.482539126880258,0.469049885144496,-1.02875865054653,0.303593101723047,0.852389127492614
"YLR024C",72.3720492703323,-0.469170288211123,0.456941863820404,-1.02676144463648,0.30453280835867,0.854523369680961
"YDL233W",38.8998029894,-0.529943222810252,0.517651819095247,-1.02374453882242,0.305955952431047,0.85583606366882
"YDL155W",45.8618046815023,0.508558217558529,0.497629375337477,1.02196181086304,0.306798975545074,0.85583606366882
"YDL091C",50.6152057117032,-0.499559071364198,0.487816433241107,-1.02407183793517,0.305801345011156,0.85583606366882
"YER167W",52.1140772899988,0.497786623437831,0.486058268119548,1.02412952538315,0.30577410036161,0.85583606366882
"YFL009W",65.9971235794858,0.486291626230502,0.475702232217871,1.02226055144467,0.306657598755734,0.85583606366882
"YGR149W",76.4761806768857,-0.464382927519038,0.454125154201716,-1.02258798752373,0.306502691620209,0.85583606366882
"YJR021C",34.7099118105457,-0.613391222848006,0.599625830863674,-1.02295663608171,0.30632834928335,0.85583606366882
"YLR127C",28.6859675975041,-0.574155234059951,0.561442843129389,-1.02264235992342,0.306476973535826,0.85583606366882
"YOR036W",83.6328054959175,-0.458727795276472,0.448692644447348,-1.02236531165222,0.30660803197911,0.85583606366882
"YOR370C",121.282114635649,0.434532554933637,0.424558788861257,1.02349207302746,0.306075245974025,0.85583606366882
"YOL090W",54.2842852110589,0.493387995599168,0.483211667320465,1.02105977352561,0.307226120066137,0.856024066390367
"YOR228C",37.6974843073977,-0.534085425760632,0.522885523095935,-1.0214194162393,0.307055770164078,0.856024066390367
"YDL170W",39.4251453934613,-0.565074698256063,0.55505154595746,-1.01805805671852,0.308650366514232,0.856482270694595
"YDR194C",89.0388719592573,-0.457576919187786,0.44916363342056,-1.0187310038953,0.308330689301737,0.856482270694595
"YFL001W",23.9217259451233,0.614895984513611,0.603527016236036,1.01883754657493,0.308280097294693,0.856482270694595
"YGL002W",36.5550135939485,-0.573695911377816,0.563193968099471,-1.01864711604385,0.308370527481856,0.856482270694595
"YHR059W",17.503439211741,-0.664091320275089,0.652172599407378,-1.01827540880825,0.308547091499952,0.856482270694595
"YHR156C",19.0344506581122,0.646811621668732,0.634551079528466,1.01932160000323,0.308050312694537,0.856482270694595
"YJR051W",72.152408690548,-0.470723852038477,0.461443703336837,-1.02011111785583,0.307675764543817,0.856482270694595
"YKR014C",157.415941505665,-0.420940265415408,0.414799270620683,-1.01480473865235,0.310198914468002,0.859305541569125
"YLR316C",27.3130803875766,0.575589505994514,0.566946260161404,1.01524526474634,0.309988928554187,0.859305541569125
"YOR151C",283.459456776065,0.417667896824615,0.411583630384299,1.01478257634939,0.310209481070762,0.859305541569125
"YFR018C",65.3456052667444,0.476448089276879,0.469684894477171,1.01439943008437,0.310392196151724,0.859311495919753
"YDR261C",70.8823165930544,0.466143064946252,0.45980834744834,1.01377686493311,0.310689236964429,0.859633766694022
"YHL029C",28.3078820120048,0.584594281324056,0.577460236533135,1.01235417495367,0.311368740533458,0.860714347711608
"YOR283W",25.6371617988111,0.60293510913892,0.595666809635129,1.01220195482814,0.31144150173553,0.860714347711608
"YPL145C",191.958800340851,0.413285197162171,0.408717819220859,1.01117489310845,0.311932730148909,0.861571597666081
"YDR321W",62.4606875392846,0.581647599247996,0.575862754916397,1.01004552609491,0.312473478891952,0.862064513650319
"YMR002W",197.267538833536,-0.421200811780056,0.416941272538378,-1.0102161611772,0.312391738053039,0.862064513650319
"YLR103C",22.235159179594,0.646233427492798,0.640155626422667,1.00949425548924,0.31273765523266,0.862293453796193
"YLR394W",32.4097364875784,-0.549489019346486,0.544643170371368,-1.008897291362,0.313023894372948,0.862582926068825
"YHR057C",107.301953789045,-0.441109856188793,0.437406338931129,-1.0084669949382,0.313230324738645,0.862652265874545
"YGR189C",245.854692803947,0.448051882228818,0.444636728364087,1.007680773195,0.313607738100969,0.862879813202482
"YKL121W",61.5582107821731,-0.480732773495544,0.477314212150891,-1.00716207742746,0.313856893602332,0.862879813202482
"YKR001C",224.48942181309,-0.406891282349786,0.403862877266927,-1.00749859730449,0.313695231452871,0.862879813202482
"YDL144C",69.2862949419904,-0.469304369426294,0.466837187556543,-1.00528488718447,0.314759690119645,0.862945090200809
"YMR072W",136.482664557392,-0.435104977433452,0.432749508329989,-1.00544303126433,0.314683568157623,0.862945090200809
"YNL292W",37.6489234829624,0.529958166196634,0.52720217972456,1.00522757032893,0.314787282325826,0.862945090200809
"YOL092W",76.8910478353025,0.466126517640228,0.463217766416585,1.00627944658976,0.314281164574878,0.862945090200809
"YOR217W",81.2787097016371,0.461306525590392,0.458454201674227,1.00622161146249,0.314308978447547,0.862945090200809
"YCR079W",37.9937213568965,-0.529476754031111,0.527245989341358,-1.0042309751707,0.315267295149501,0.863266431309826
"YJL144W",62.7078337809248,-0.485298221514755,0.483163735488477,-1.00441772813127,0.315177308472799,0.863266431309826
"YBR005W",39.1819235323126,0.536529605294329,0.534766088649105,1.00329773462203,0.315717228831229,0.863359475150368
"YCL019W",73.5981945474266,-0.471186555242908,0.470473022063469,-1.00151662931981,0.316577104644489,0.863359475150368
"YDR307W",52.3116881553458,-0.492058402606777,0.490672772858857,-1.00282393852801,0.315945816583823,0.863359475150368
"YGL198W",83.2502560606171,-0.454570551796324,0.454076271071445,-1.00108854119092,0.316784004378005,0.863359475150368
"YGL092W",128.813574462447,0.445636652590784,0.445415936404141,1.00049552826606,0.317070760611286,0.863359475150368
"YGL062W",758.160928899935,-0.397894907059315,0.397109866044589,-1.00197688620166,0.316354756330005,0.863359475150368
"YNCH0007W",294.933484221988,0.42962852126835,0.42945537777406,1.00040316992929,0.317115436554495,0.863359475150368
"YLR192C",245.250999924622,0.463150741438939,0.462001186991113,1.00248820669772,0.31610785958908,0.863359475150368
"YLR206W",225.445136150655,-0.404665198010042,0.403918160363206,-1.00184947774115,0.316416296601724,0.863359475150368
"YML025C",53.0879040961078,-0.492933542251951,0.491770361092962,-1.00236529333814,0.316167198108649,0.863359475150368
"YJR147W",44.6903422444535,0.536546254550118,0.53691920081189,0.999305395930696,0.317646772307492,0.864311600578246
"YLR244C",115.767368318291,0.44251253691915,0.443087014807887,0.998703464851062,0.317938361715115,0.864610664801276
"YGR167W",177.275866592222,-0.411171452023185,0.411868287268526,-0.998308111435424,0.318129975504168,0.864637666147537
"YDR331W",35.9218150103995,0.530616411485689,0.532168300666301,0.997083837615527,0.318723817429749,0.865757218691881
"YAL028W",36.4227127772903,-0.522997595412312,0.52544549981451,-0.995341278204758,0.31957030807745,0.86638513965096
"YDL190C",127.040548633174,-0.420738185956251,0.42252812248085,-0.995763745821014,0.319364949205986,0.86638513965096
"YNR026C",47.7765474761304,0.491372696445386,0.493643504085663,0.995399903733195,0.319541805412748,0.86638513965096
"YOL055C",28.7772482850001,-0.566009678604948,0.568791564440279,-0.995109129584107,0.319683190844103,0.86638513965096
"YDR484W",37.7525579087017,0.533570702809667,0.536452869211366,0.994627363246399,0.319917533984543,0.866526775317268
"YBR085C-A",151.244558419636,-0.415322018200205,0.417899580407124,-0.993832101471822,0.320304614841283,0.867081719015737
"YER166W",139.390147628281,-0.415594559488828,0.419181818077206,-0.991442237154195,0.321469684598165,0.868987556229536
"YKL029C",246.559681191985,0.662580794802761,0.668460149518216,0.991204629446209,0.321585670494523,0.868987556229536
"YKL013C",107.769456306623,-0.426906583838241,0.430993831622661,-0.990516690763226,0.321921635140297,0.868987556229536
"YKR080W",261.546326026397,0.479593192246308,0.483538277237602,0.991841214693836,0.321274989036837,0.868987556229536
"YMR086W",160.847647421857,-0.424482321157555,0.428431823072712,-0.990781492637893,0.321792288266542,0.868987556229536
"YCR027C",18.3745966580826,0.634978228024516,0.643958589177138,0.986054443090669,0.324106397469203,0.871425053986404
"YDL004W",245.98894159436,-0.393866468121379,0.398893604412991,-0.987397300342756,0.323447907312534,0.871425053986404
"YDL002C",42.1739620482416,0.503002844039706,0.509689191772072,0.986881519482257,0.323700724974724,0.871425053986404
"YDR282C",24.9678481284923,-0.59246217941159,0.599710179009745,-0.987914162787561,0.323194688623237,0.871425053986404
