"","logFC","logCPM","PValue","FDR"
"YOL017W",0.137423759167525,5.16879317770937,0.737784272028638,0.930080588159824
"YPR198W",-0.110032244236258,6.05905497968798,0.737800305765115,0.930080588159824
"YPL163C",-0.126347344798562,6.44256094007552,0.737896023460516,0.930080588159824
"YBR297W",0.104726287975569,7.09994555176687,0.739017596676837,0.931112490411345
"YGR101W",-0.137615751370551,5.60752158351988,0.739071654742837,0.931112490411345
"YPL162C",-0.167844808667298,5.28983753091844,0.73949825843325,0.931371307711675
"YKL187C",-0.178999009453171,5.55841108720363,0.739674698876281,0.931371307711675
"YDR016C",-0.187152733631744,4.52552277923943,0.739812669955373,0.931371307711675
"YIR001C",0.12072226825847,5.95088039518733,0.740468621327491,0.931614710593121
"YOR172W",-0.0904385135560651,6.02166230613192,0.740477412394476,0.931614710593121
"YKL054C",-0.129693376749902,8.68513197459918,0.740541729888762,0.931614710593121
"YOR094W",0.153248220850236,5.22244052411106,0.740969320020885,0.931768896742628
"YMR264W",-0.100703118157626,6.47401830829997,0.741021497524471,0.931768896742628
"YER151C",-0.0930301762659282,7.20879436917385,0.741586311615133,0.932254406673771
"YDR298C",-0.110293638077853,8.36612768947518,0.741897807990575,0.932421311560305
"YKR021W",-0.109544392116249,6.35768945785015,0.742147210874228,0.932510115397603
"YLR272C",0.118953079257755,6.12929338449183,0.74249808403413,0.932542366823802
"YDR186C",-0.102990260508847,7.404796134893,0.742530379870821,0.932542366823802
"YNL082W",-0.126686721985794,5.12226448516182,0.742744663285579,0.932586981554962
"YGR093W",0.171624721102883,5.31318602001499,0.743075638278131,0.932599049163865
"YKL101W",0.0981863090175722,7.5554227844305,0.743111797464862,0.932599049163865
"YML014W",0.143567900566667,5.35838165412629,0.743487252728046,0.932845838740311
"YIR022W",0.0920571650093695,5.99483957747871,0.74394139025935,0.933191207738165
"YBR001C",0.0953910513232445,6.52871120307388,0.744737399588967,0.933625129614433
"YNL135C",0.12890348756507,8.55366795215507,0.744807998225959,0.933625129614433
"YOR011W",0.158298827580243,5.09270049030744,0.744824188126369,0.933625129614433
"YBR059C",0.105109407488931,8.08637791389458,0.745444178753619,0.934177823818792
"YKL206C",-0.103833783063373,6.03168000474897,0.746523950348081,0.934905526025024
"YJL121C",0.114762233882956,7.20041970966628,0.746598518016461,0.934905526025024
"YDR320C",-0.113580224550058,6.61259729379986,0.746674719107215,0.934905526025024
"YGL073W",-0.0947893879640684,7.30508067857716,0.746781583093603,0.934905526025024
"YNR061C",-0.146443195457093,5.06169315335972,0.746920880289879,0.934905526025024
"YIL026C",-0.121309882986926,6.32801668834028,0.747986719575301,0.935236921406359
"YKL046C",-0.096041021067784,7.70889149375145,0.748054336405799,0.935236921406359
"YBR107C",0.165811207670268,4.73995532908288,0.748086355096163,0.935236921406359
"YPL005W",-0.165189704912098,5.00769733795082,0.748334742511106,0.935236921406359
"YBL021C",-0.131858990034789,4.65237647023685,0.748344456617746,0.935236921406359
"YLR034C",-0.102283669913743,6.58332601062307,0.748353068105042,0.935236921406359
"YHR164C",0.108659957725119,6.20479571267053,0.748440511188719,0.935236921406359
"YIL123W",-0.129989464769438,7.83694190977047,0.748761598705245,0.935352176482943
"YER104W",-0.236250476715048,4.24842622540272,0.748891324740129,0.935352176482943
"YNL038W",-0.161840691657591,5.05493251749391,0.749203501714935,0.935482770127283
"YDR443C",0.100981052015057,6.29186823159184,0.749354513391205,0.935482770127283
"YOR112W",0.0916017413254274,6.50776495524916,0.749946586965264,0.935997929233919
"YDR135C",-0.103120952369538,7.94132912581911,0.750334885821248,0.936258574343327
"YDL215C",-0.116257830290853,8.3073755108299,0.751403143811339,0.937323591418792
"YJR103W",-0.0890654511493655,7.06720859205401,0.751547744470923,0.937323591418792
"YNL193W",0.109997157600307,5.88752741579898,0.752534271901996,0.938166339008373
"YJR148W",0.195206001982869,8.47296223691922,0.752583118410972,0.938166339008373
"YJL140W",-0.0890110042217114,7.58243126027946,0.753107749645346,0.938565658980392
"YBR179C",-0.0932508684306074,6.49099767871325,0.753263257456566,0.938565658980392
"YKL089W",0.17599533313484,4.81551342257331,0.754128970090365,0.939419970621163
"YGR275W",-0.132491867592197,5.28963121554953,0.754754539826718,0.939794882667934
"YNL054W",-0.110427211007679,6.32400043998491,0.754929395931411,0.939794882667934
"YFR037C",0.0953661452911718,7.86326306665683,0.754970357151871,0.939794882667934
"YNR014W",0.106631036205708,7.10179873574879,0.755239877509601,0.939906116643032
"YIL173W",0.112930940409798,5.80497084652481,0.755605826691909,0.940137275900712
"YIL015W",0.119390575467622,6.19532368807782,0.756843840970633,0.941127915186849
"YLR086W",0.111289490288211,6.71553312207923,0.756873897817902,0.941127915186849
"YER086W",-0.170400572834052,8.34712010269992,0.7569432110646,0.941127915186849
"YLR166C",-0.0972083076811234,6.42601488200359,0.757496604793017,0.941591562355294
"YPL209C",0.314946326744101,3.93574660570614,0.757838070408491,0.941791618227989
"YDR062W",0.0968377794454568,7.91682599911268,0.758185997733466,0.941908258615698
"YIL053W",0.215741922737372,9.08713898564715,0.758680042865599,0.941908258615698
"YGR099W",-0.146644999214808,5.68286292773419,0.758731603745108,0.941908258615698
"YBL005W-B",-0.149018317572301,7.57757459665243,0.758773430123583,0.941908258615698
"YLR453C",0.170645287349016,3.82113310913472,0.758945079540584,0.941908258615698
"YBR264C",-0.106035308026724,5.27499623818998,0.759130549849744,0.941908258615698
"YOL119C",-0.098782269103121,7.29249955782974,0.759195749948057,0.941908258615698
"YML112W",0.145857250651652,5.08784627813193,0.759378046837455,0.941910430421066
"YER178W",0.116349334901159,9.81861534086727,0.759598435747448,0.941949390830381
"YDR170C",-0.102617971082568,8.20648464754088,0.760076780118122,0.941949390830381
"YOL004W",-0.0991660509035776,8.16564698698032,0.760108243226249,0.941949390830381
"YGR063C",0.159394414643018,4.92741060818248,0.760131672492985,0.941949390830381
"YDL180W",0.139324340207042,5.70278651095208,0.760462968651681,0.942136145204421
"YBR042C",0.12043869554091,5.50472247601852,0.760796986838764,0.942326182416389
"YNL331C",0.174534288768752,4.68584923060073,0.76110742307315,0.942486927646006
"YDR090C",0.159818155777006,5.033927393488,0.762548405209339,0.944047230654276
"YIL095W",-0.0881238403550881,6.02444265282819,0.763080241640705,0.944165545086699
"YOR014W",-0.0865090190169029,7.56744788082931,0.763289704330667,0.944165545086699
"YNL219C",-0.107579096837731,6.84614516853383,0.763461535000913,0.944165545086699
"YCL010C",0.115523181718054,6.16610473752834,0.763465596823461,0.944165545086699
"YNL272C",-0.0967708885919554,6.50025243931935,0.763548866153111,0.944165545086699
"YOR192C",0.191960735932258,3.75782267747678,0.764084679087161,0.94456144325887
"YDL173W",0.109106392538544,7.17863725179621,0.764231138967929,0.94456144325887
"YDR483W",0.0999993429961461,8.11920422878428,0.764613756545848,0.944758143588634
"YGR168C",-0.166200629030647,4.56969644877977,0.765101419233941,0.944758143588634
"YNL204C",0.209619592555928,3.68704542390539,0.765152477696198,0.944758143588634
"YPR168W",0.178980310456728,3.82520495655847,0.765244591445043,0.944758143588634
"YGL176C",0.195353333290865,4.64551614865986,0.765383889680875,0.944758143588634
"YDL171C",-0.126683971374553,8.97431241084921,0.765476839744902,0.944758143588634
"YJL167W",-0.122144108934709,9.19317574710133,0.765882377561052,0.945035090760645
"YDR524W-C",0.12299173509117,9.57349272065131,0.766557415301417,0.945105894257246
"YBL019W",-0.100985520558199,5.45704417646129,0.766679802970458,0.945105894257246
"YHR121W",-0.0956008608795256,6.38796689353897,0.766865887280277,0.945105894257246
"YDL065C",-0.0867965304273942,6.45600721723879,0.766905550996025,0.945105894257246
"YNL064C",0.110118352966394,9.0360563385857,0.767149869424047,0.945105894257246
"YLR229C",0.0831361806442082,7.26331900549335,0.76718622200888,0.945105894257246
"YDL214C",-0.21942294171607,5.24936425079109,0.767207870841372,0.945105894257246
"YGR015C",0.173496121709559,4.5539148626125,0.767759045521826,0.945512666457734
"YKR022C",-0.113213067405762,5.36145261302967,0.767900549699333,0.945512666457734
"YJL056C",0.142923843972494,5.08767522717248,0.768305485946304,0.945788041571937
"YKL040C",-0.08788385350464,6.47749295065342,0.768691014020151,0.946039400835841
"YGR227W",-0.122404688839259,5.76834078724572,0.769031584149528,0.946235324176435
"YPL213W",0.184736661608421,4.82631655688815,0.769417422375266,0.946283709673539
"YNL066W",0.0870890661829375,7.20582677717056,0.769433677675897,0.946283709673539
"YNR055C",-0.0900472239687541,7.18387516653343,0.769885692140716,0.946399441760171
"YKL222C",-0.127927015069999,4.72445464123426,0.769980488581122,0.946399441760171
"YLR173W",-0.0965234508102634,5.87385340101106,0.770072001202209,0.946399441760171
"YHR039C-A",-0.0932890538055226,7.5701990355049,0.770587623786271,0.946407646518356
"YHR033W",0.190032968547826,4.71943264312527,0.770801244272737,0.946407646518356
"YBR096W",-0.109164993507969,6.36441256357111,0.770839894593614,0.946407646518356
"YJR076C",0.0835512392121313,7.1739934879041,0.770942210571306,0.946407646518356
"YDR512C",-0.0908555133905317,5.90893661913946,0.771135858608887,0.946407646518356
"YIL120W",-0.152383069377108,4.52745630114853,0.771167127726573,0.946407646518356
"YCR067C",-0.0809566204818134,7.34283056599786,0.771599471206398,0.946715531816505
"YPR035W",0.211821632704161,10.6825570135541,0.772326667830642,0.946992222306478
"YGL100W",0.0882667394297228,6.7260865597551,0.77252922183565,0.946992222306478
"YHR189W",-0.22544081329324,4.43067256750315,0.772678509716757,0.946992222306478
"YLR058C",0.124381704024347,10.4289977098346,0.772727916768961,0.946992222306478
"YBR195C",0.200889909443507,4.68658318839489,0.773134813031601,0.946992222306478
"YDR189W",-0.0856937386007801,6.86000080210999,0.773235899765449,0.946992222306478
"YDL119C",0.140215526993428,5.03904355645725,0.773251379945079,0.946992222306478
"YLR314C",-0.0959109024139332,8.13280439504025,0.773277145299137,0.946992222306478
"YER116C",-0.196795523967562,4.62180707825571,0.774668009889302,0.948234320861222
"YDR182W",-0.0865755710015875,7.01940961449594,0.774743040103093,0.948234320861222
"YPR174C",-0.133326000521864,4.87378777286461,0.774836670467968,0.948234320861222
"YBR016W",-0.106314139674624,6.96331371909921,0.775234596662892,0.948498801780091
"YHR208W",-0.212041201067475,9.73589867774741,0.775721749162961,0.948872301379406
"YLR326W",-0.121007007502157,5.5007327412642,0.776035155291541,0.949033147012651
"YDR201W",0.146260195762738,4.912174526983,0.776357187605013,0.949122081717336
"YBR103W",-0.105431195551821,6.16069273418866,0.776471735627677,0.949122081717336
"YGR178C",-0.101494020194268,8.62200728321228,0.777027201773126,0.949578569138065
"YDL129W",0.159838748188512,4.70422735701931,0.777352254782234,0.949753328618012
"YPR139C",0.0884296451091997,5.87557097621737,0.777982463482369,0.950300752045778
"YHR079C",-0.0934925725579057,6.29239716739916,0.778254999012136,0.950411125900355
"YGR129W",-0.206038107628269,4.51036624424496,0.778560703707321,0.950436805814802
"YOR066W",-0.154884420219575,4.89814451765626,0.778700190371827,0.950436805814802
"YFR031C",0.0995892333692409,6.72256913539523,0.778822569457213,0.950436805814802
"YLR418C",0.0931090221106871,6.40247471533395,0.779079445717609,0.950478855684785
"YLL015W",-0.0871727532628624,7.84264948586931,0.779221404210049,0.950478855684785
"YLR038C",-0.092010607778502,7.17706071372133,0.77967303483719,0.950480233512245
"YGL216W",-0.146858944593784,5.96704627093365,0.779710748729503,0.950480233512245
"YGL160W",0.0833045905911962,6.82737748442077,0.779769100907113,0.950480233512245
"YIL031W",-0.0800546064577153,5.90863697777944,0.780051883869329,0.950602821337606
"YCR065W",0.178842617678698,5.29713907029333,0.780259760682606,0.950634089556552
"YKL008C",-0.11437208447907,6.05413297016718,0.780502930779372,0.950708332915243
"YBR284W",0.143258589689343,4.83859665781393,0.781097820604249,0.951210861366099
"YIR028W",-0.270322590296038,3.94828429221873,0.781348443866873,0.951294009720765
"YPR164W",-0.114058322274914,5.96925696836693,0.781918891711784,0.951766415786369
"YBR200W",-0.0888128446128107,6.27853518949475,0.782458358529454,0.952080485816522
"YKR083C",0.160335399111187,3.95383021626836,0.782651398756452,0.952080485816522
"YDR164C",-0.0823474719994036,6.43304989451322,0.78310588517935,0.952080485816522
"YOL043C",0.13029797923312,5.40233843419781,0.783202358372722,0.952080485816522
"YDL188C",-0.0780548970973896,7.21540792455867,0.783255570832289,0.952080485816522
"YNR006W",-0.0872326656694992,6.91045264266221,0.783271889040543,0.952080485816522
"YDR210C-D",-0.127491879115914,7.77394485497612,0.783605319078615,0.952083792019495
"YPL128C",-0.174918895591182,5.50233477837816,0.783639601865385,0.952083792019495
"YBL057C",0.0929616251367636,5.93921196944829,0.784134013355228,0.952283027907244
"YOL148C",-0.0945914415842105,6.04973005884585,0.784168657828161,0.952283027907244
"YFL039C",-0.107691764791238,11.0766061943594,0.784597844993802,0.952582489488635
"YNL323W",0.0875965160758019,6.144227150067,0.784961591019251,0.952743202236076
"YPL007C",-0.159514689412325,5.43797797975463,0.785095462222137,0.952743202236076
"YER047C",-0.0913711991364384,6.55069741740275,0.785433272347261,0.952931484147828
"YJL023C",-0.144330064247802,5.01421148541694,0.785761134803899,0.952957142759655
"YNL259C",-0.139966963252061,4.85012272724413,0.785819748543614,0.952957142759655
"YLL048C",0.0927792762580178,8.19665015978498,0.786610969717745,0.953694963750285
"YIL016W",0.142148747522063,5.36188212449276,0.78680608579257,0.953709886054795
"YPR145W",-0.24706344898923,9.70784922531338,0.787030697754626,0.953760545920066
"YDR004W",-0.138435851241351,5.48590213376304,0.787318007285848,0.95388714445199
"YDR081C",0.0821515666281998,6.37845628784482,0.787740642762058,0.954032816140197
"YAL016W",-0.0968461427243781,8.26941163545739,0.788044078589763,0.954032816140197
"YGR218W",-0.0878052963472702,8.27701220922647,0.788316386939238,0.954032816140197
"YDR392W",-0.0899113025110017,6.18874122632554,0.788636558153863,0.954032816140197
"YOR144C",-0.229311603781997,4.12195099824848,0.788770513020584,0.954032816140197
"YDR007W",-0.102921792495184,6.05974031579953,0.788832273946386,0.954032816140197
"YGR098C",0.0760470691827161,6.37603977021647,0.788846973712563,0.954032816140197
"YDR162C",0.149923233068077,5.30219706846293,0.788901201615643,0.954032816140197
"YDR423C",-0.0723994269325791,6.38320701734876,0.789264337708101,0.954250764733062
"YDR283C",0.0919461193408501,6.53505292861986,0.789635604458178,0.954380217141575
"YLR085C",0.0914575100631704,5.91076175873298,0.790648159482676,0.954380217141575
"YMR216C",0.0820698698249553,6.66884482283857,0.790801091021393,0.954380217141575
"YJL024C",0.108527622124613,5.3158483576947,0.790852086072727,0.954380217141575
"YOR365C",-0.218829195460216,4.17425360395681,0.791038047520986,0.954380217141575
"YLR380W",-0.094312920241408,6.40358769959337,0.791041379437492,0.954380217141575
"YLR107W",-0.0924251198227173,5.4949471158995,0.791045860259708,0.954380217141575
"YBR265W",0.114665428043413,5.65509604663179,0.79116717490676,0.954380217141575
"YBR095C",0.0967995404212946,5.7162211198227,0.791189378419479,0.954380217141575
"YMR079W",-0.0780073383400663,6.7069355305674,0.791200774226052,0.954380217141575
"YGL005C",-0.0930179379333851,6.01544221388711,0.792605521197606,0.955853676395726
"YOR030W",0.103050873459135,5.88405055109796,0.793004504493292,0.956113820185234
"YOR251C",-0.104761091959912,6.15087035589741,0.79348025411531,0.956461084758636
"YJL078C",0.0831104974897657,8.01445703753728,0.793659197991209,0.956461084758636
"YFL013C",0.089577992291416,7.00597115407406,0.794787243017992,0.957461130490785
"YLR026C",0.0860362816078161,5.71844257464916,0.794910905728618,0.957461130490785
"YLR138W",0.0850536071609836,7.88029013380813,0.795039604616845,0.957461130490785
"YLR077W",-0.0959095133312472,6.08994521666764,0.795720060602104,0.958003599621085
"YDR475C",-0.081680916150521,7.04565397971765,0.796474726884151,0.958003599621085
"YMR130W",-0.0939442839396396,5.70289528417026,0.796702741657532,0.958003599621085
"YNR066C",0.20614543650905,3.89559898529964,0.796844342211613,0.958003599621085
"YER186C",-0.108904156706321,5.94581073277457,0.797133381097341,0.958003599621085
"YDR332W",-0.131227122266148,5.57742009655956,0.797396392219988,0.958003599621085
"YBR078W",-0.098388803240223,10.0082409337403,0.797427171844574,0.958003599621085
"YOR281C",0.1021830974068,6.21976815654324,0.797504465734608,0.958003599621085
"YMR103C",0.081795220388818,6.1596990509758,0.797512267444077,0.958003599621085
"YOR367W",-0.12031318395121,5.13358859200187,0.797688084557262,0.958003599621085
"YBR255C-A",-0.171603729652354,4.95572461045963,0.797826799426251,0.958003599621085
"YBR056W-A",0.271666778388534,4.0157014159335,0.797924109200399,0.958003599621085
"YFR041C",-0.0996160442885669,6.02315226887656,0.798220868371796,0.958003599621085
"YAL053W",0.0783657727917141,7.71442709266876,0.798344981658519,0.958003599621085
"YKR053C",-0.199001002793122,4.2733560775754,0.798579199250518,0.958003599621085
"YPL190C",-0.0822329195576862,7.95763168258872,0.798641835827396,0.958003599621085
"YBR109C",0.0779780905074626,7.73428765544628,0.798754058827475,0.958003599621085
"YPL181W",0.0730625775684265,7.15654148022817,0.798939461047949,0.958003599621085
"YHR062C",0.129655374894784,5.08173621883824,0.798979041968821,0.958003599621085
"YOR353C",0.0705842255098051,6.16771085718887,0.79928323317609,0.958148122123084
"YAR015W",0.13738736624874,9.36083922838487,0.799831366308126,0.958584938669766
"YPL244C",-0.0926847707654726,5.75306710450498,0.80055942587912,0.958797272378329
"YAR066W",0.213785809635528,4.08471353434757,0.800700123111565,0.958797272378329
"YHR090C",-0.114407328865132,5.02228868274489,0.800816846573004,0.958797272378329
"YMR171C",-0.0745825271355768,6.37508374083204,0.800909023996823,0.958797272378329
"YOR049C",0.195838583897311,4.7972170209286,0.80092745122192,0.958797272378329
"YER161C",0.0927500143483048,6.10020413004837,0.801235855227567,0.958946422739669
"YBR114W",0.0825895968235634,6.46548412790928,0.802105647695422,0.959577121792763
"YPL227C",0.076445280509974,5.69640734110423,0.802224678323891,0.959577121792763
"YIL068C",-0.0718206834313467,6.88892090081479,0.802479859119422,0.959577121792763
"YKR010C",0.109840718227312,5.76791300833061,0.802857227361874,0.959577121792763
"YGR266W",-0.0674199526689332,7.43162750728473,0.802912761742978,0.959577121792763
"YBL002W",-0.0915881390234834,7.89430558280551,0.802916985169328,0.959577121792763
"YIR008C",-0.150029746489013,5.36861489046722,0.803050357245007,0.959577121792763
"YKL119C",0.129151951313891,5.16531264012678,0.803257891921503,0.959605317644717
"YDR264C",0.0797998745368432,7.65890928708912,0.803829592825896,0.960023610911108
"YML109W",-0.0934724910940219,6.04191965967205,0.803976069785438,0.960023610911108
"YKR078W",-0.115174294408201,5.17917077842449,0.804318359652593,0.960113685865396
"YHR120W",0.12766265919744,5.10723521326799,0.80441957464398,0.960113685865396
"YDR235W",0.0938662134562988,5.85312941060178,0.80506699984296,0.960337417376283
"YLR245C",-0.234890127970245,4.06104627698481,0.805453404431662,0.960337417376283
"YNR056C",-0.219503162444042,4.60534572636059,0.805469121242649,0.960337417376283
"YFR008W",-0.191436562173421,4.68549550728968,0.805514370395519,0.960337417376283
"YOR385W",-0.131619809252007,5.10592347140023,0.805527417757066,0.960337417376283
"YPL208W",0.0792699767302144,6.08585481191445,0.805893367545557,0.960554192023114
"YOL025W",0.137469327968941,5.45779189628113,0.806489316638178,0.961044944015847
"YHR162W",-0.123424840447293,9.10363309122276,0.806775550276183,0.961050255024304
"YDL057W",-0.177340394426907,4.36777201317868,0.806880082476918,0.961050255024304
"YML132W",-0.0744676888236429,5.87030269378153,0.807297789196309,0.961050255024304
"YLR121C",-0.0778756976544513,6.16156847537968,0.807388009170756,0.961050255024304
"YGL027C",-0.0685684423970759,7.12372232017473,0.807414849103225,0.961050255024304
"YPL095C",0.133958319542766,4.96143730280503,0.807958367773547,0.96126382818857
"YNL156C",-0.0791966495898283,7.95528615760171,0.808395360179671,0.96126382818857
"YGR179C",-0.107900308574617,5.18387494908203,0.808454632106362,0.96126382818857
"YPL124W",-0.176342465734436,4.36693527873339,0.808570780504999,0.96126382818857
"YFL031W",-0.0901997681883088,8.89321086670599,0.808851048623717,0.96126382818857
"YER184C",-0.138178833831955,4.98438692506399,0.80909923153555,0.96126382818857
"YKR023W",0.0830054213680053,5.83807314909218,0.809247375779794,0.96126382818857
"YHR039C",0.0744481925295068,8.03939178699433,0.809501863525433,0.96126382818857
"YFR042W",-0.212831683238169,4.64204228442841,0.809754207387653,0.96126382818857
"YDR517W",-0.074856316473294,7.53509592515415,0.809864118081267,0.96126382818857
"YOL005C",0.120107098750311,5.62541235538459,0.809962082231142,0.96126382818857
"YDR232W",0.0704533802944619,7.58663570994528,0.810052557332248,0.96126382818857
"YLR049C",0.103221595963063,5.87003072049564,0.810241264472343,0.96126382818857
"YEL013W",0.069690956706541,7.39686444639047,0.810322265439872,0.96126382818857
"YKL154W",-0.119706684660855,5.07732399811176,0.810358120830618,0.96126382818857
"YDL108W",0.103882791755259,5.25457530966019,0.810804293834043,0.961574448950262
"YLR046C",0.233442286756818,4.1540089765669,0.811200333270052,0.961637437116796
"YGL243W",-0.131897561351997,4.77898189924997,0.811226061098528,0.961637437116796
"YIL061C",0.229468996479617,4.09944138288074,0.8114901744142,0.961731994529505
"YNL280C",0.0781613540124779,7.24048277574099,0.811895317014499,0.961861645492156
"YLR313C",0.159424371827333,4.23734890013471,0.812039763697626,0.961861645492156
"YOR264W",-0.0777588149812135,6.26960136235807,0.812152683226557,0.961861645492156
"YMR047C",0.0689339176512308,7.68252714863565,0.812782910607127,0.961987389296456
"YNL103W",-0.0640978727740445,6.27256240038999,0.812848576231219,0.961987389296456
"YOL011W",-0.0780404233506965,6.57778190922949,0.812858017478763,0.961987389296456
"YGL066W",-0.0677174572975857,6.46274373176134,0.812996434619144,0.961987389296456
"YNCM0031W",-0.18304347136999,4.14543440283686,0.813231207757445,0.962015298664841
"YDR390C",0.0828924549759092,6.65728314441348,0.813546576677978,0.962015298664841
"YKL159C",-0.186942880585542,4.69585833501533,0.813585985966926,0.962015298664841
"YER062C",-0.0677266467920159,7.28656203494262,0.814057151550488,0.962015298664841
"YDL042C",-0.125105081538127,5.04523690484747,0.814141365775522,0.962015298664841
"YGL119W",-0.10607776003634,5.74305916847155,0.814141979155684,0.962015298664841
"YJL162C",0.173091405487526,4.43077867662918,0.814437176868261,0.962015298664841
"YDL035C",0.0707791548107331,6.97300078382812,0.814495222197164,0.962015298664841
"YML029W",0.0854820813976619,6.42354838024666,0.814847178536608,0.962022090212995
"YFR021W",-0.0828096035656427,5.86367968589851,0.814869775091283,0.962022090212995
"YCR096C",-0.153550128028175,4.2829942627542,0.815140951140399,0.962124511787209
"YGL036W",0.0652185508312503,7.41433245301872,0.815840065631643,0.962670470396513
"YMR164C",0.0858262703693327,5.61642678864296,0.815972555126199,0.962670470396513
"YAL013W",-0.0630140598354063,6.61485455172971,0.816871465503771,0.963221796861164
"YCR019W",0.122130992514632,5.31390891108544,0.816909126586752,0.963221796861164
"YMR126C",-0.135343894875864,4.37793938589573,0.816993760994949,0.963221796861164
"YDL174C",-0.0885800953300762,9.71869659134321,0.818155361862702,0.964373367112
"YHR047C",-0.0805161911829818,7.11960279231383,0.818728991612541,0.96460131607622
"YOR028C",-0.153883765904718,4.45980330699787,0.818837828270963,0.96460131607622
"YDR432W",0.0838674544463454,8.67535982341023,0.81890343663055,0.96460131607622
"YOR302W",-0.300308926629381,4.06099589199304,0.819307959251254,0.964859960138553
"YOR061W",0.0700046657093679,6.84924483315946,0.820119278607572,0.965597444481088
"YPR019W",0.0671983240900662,7.0484106676949,0.820819849708437,0.966204231933419
"YLL016W",-0.131592617020592,5.84215723891643,0.821640459569949,0.966952013890463
"YDL224C",-0.0679791905674923,6.9173565441296,0.821970675584463,0.967080294542683
"YJL206C",-0.0909079533800432,5.39731241299463,0.822120204388882,0.967080294542683
"YEL017C-A",0.0789422078425225,6.7247277696507,0.822589974642699,0.967254371511592
"YHL014C",0.165285713113528,4.46708464850935,0.822638996817507,0.967254371511592
"YHL023C",-0.0776299788577098,6.37975183255733,0.823055797448172,0.967345934137729
"YPL116W",0.0664421631693463,7.30840378643653,0.823146873719468,0.967345934137729
"YOR324C",-0.0855761875857945,5.26005296620335,0.823426560957362,0.967345934137729
"YIL004C",0.097376334712539,5.39693576435545,0.823458557313716,0.967345934137729
"YDL165W",0.103486505739092,5.46493181039558,0.823655814794897,0.967359834710711
"YBL060W",0.102352891061916,5.37221428592637,0.824032563398958,0.967584488690606
"YDR277C",0.0775331399249949,8.36670767693652,0.82453434631643,0.967955824647348
"YOL063C",-0.0774326904509486,6.36988915758173,0.824778505660817,0.968024626329018
"YLR170C",0.105800119838654,5.85538011957676,0.825166325834176,0.968041882571241
"YNL199C",0.0723278643207835,6.31723294841282,0.82530238782103,0.968041882571241
"YOR180C",0.180588931358675,4.35770082029514,0.8253498741953,0.968041882571241
"YER157W",-0.0840076711856493,5.81097871357459,0.825776096167979,0.968324093888143
"YLR377C",-0.206248820396237,3.96175302102918,0.826617934546992,0.96857792006085
"YNL230C",0.181638712153343,4.23398646598592,0.826742976187234,0.96857792006085
"YOR329C",-0.060467152934075,7.13975614424519,0.827116361911518,0.96857792006085
"YDL030W",0.142868121180862,5.35373778039231,0.827162948884901,0.96857792006085
"YOR058C",-0.0932054544149595,5.48134600445465,0.827233492673836,0.96857792006085
"YNL289W",-0.116488291443728,4.50732078571435,0.827236551156226,0.96857792006085
"YGR106C",-0.0755261510982563,7.88180511840768,0.82745069034025,0.96857792006085
"YOR219C",-0.0629771899278928,6.73822059853519,0.82752219216511,0.96857792006085
"YDR336W",0.159406181955567,4.50806661542082,0.827800163865607,0.96857792006085
"YGL200C",0.0666990951474659,7.66458828924188,0.827849136582582,0.96857792006085
"YNL042W",0.115631023669742,5.2576644272389,0.828733560352607,0.969331363982018
"YOR085W",0.0656424882207268,6.85435766324757,0.829019541575733,0.969331363982018
"YJL166W",-0.0762491967358605,8.16786952757235,0.829050516788914,0.969331363982018
"YNL214W",-0.140795512494446,4.46747452407143,0.829563000717784,0.969553042443833
"YPR141C",-0.0774622011186361,5.64575178453141,0.829611804000243,0.969553042443833
"YLR390W",-0.173224365308033,4.33365885584682,0.829837141322496,0.969599186176811
"YBR162C",-0.0797075987069546,9.20912066382467,0.830182894281096,0.969785973906063
"YPR182W",0.14630454948402,4.46985961086123,0.830828342444508,0.970322691411014
"YBR255W",0.0988766696566086,6.08159205983613,0.831361797694061,0.970633128723654
"YKR044W",0.195714418198379,4.83909660995487,0.831466254986776,0.970633128723654
"YGR204W",-0.0971313179743947,9.92554803523113,0.832252248566389,0.971160791519405
"YDL154W",-0.123899595710724,4.62353251013663,0.832290569078639,0.971160791519405
"YOR147W",0.0849368796923863,6.41685387866704,0.832902145086325,0.971299334113628
"YDR315C",-0.115088514182318,4.54793506775593,0.832917077699586,0.971299334113628
"YMR042W",0.166039887887855,4.50903729197729,0.832967839912665,0.971299334113628
"YML012W",-0.0729950970420311,8.30842579287539,0.833766866660478,0.972013797400607
"YJL081C",-0.0718676616784214,6.74002412945307,0.834189518612923,0.972289257954339
"YCR086W",0.160955743182234,4.54885136593998,0.834773331498537,0.972752394556146
"YER041W",0.154045146803934,5.07286093897074,0.83526590343142,0.973076585339436
"YDL219W",-0.104493770208668,4.59475918681506,0.835424578442655,0.973076585339436
"YLR100W",-0.063447331636526,7.71434259646342,0.835637635649696,0.973107487764389
"YKL080W",-0.072388840721349,8.2922656864351,0.836024793588543,0.973147235146371
"YLR239C",-0.0886994203622374,5.57256665115302,0.836049232769993,0.973147235146371
"YBL090W",-0.0860509338605666,5.44400719266575,0.836348629842772,0.973147235146371
"YDR192C",0.105648503145715,5.32803869768418,0.836548385858039,0.973147235146371
"YCL052C",-0.063684436518564,7.33863073628911,0.836729740841016,0.973147235146371
"YDR302W",-0.113531849769088,4.7323921549979,0.836790971222277,0.973147235146371
