"","logFC","logCPM","PValue","FDR"
"YDR214W",-0.794096001900675,8.6475874506127,0.023796401516288,0.129723956855251
"YKL129C",-0.633869352055504,7.44269307101662,0.0238907682614048,0.130102440521658
"YKR065C",-0.739304697230897,6.14746951654711,0.0241727852968305,0.131500960264405
"YBR161W",0.738356980125091,5.41189314344134,0.0243079614279043,0.132098577884767
"YML018C",0.784853334354911,5.14950936352158,0.0244449756200659,0.132582027646941
"YDL133C-A",0.945319027314696,7.57220152149292,0.0244477497788686,0.132582027646941
"YPL175W",0.861632567502771,5.00846128350315,0.0245124400485622,0.132794807615108
"YJL133C-A",-0.84118332523373,7.70498000959706,0.0246062231142419,0.133164591272822
"YPL031C",-0.641134318654457,6.90589196426272,0.0251990726641017,0.136231670558154
"YFR049W",-0.594529518566263,6.58408376195142,0.0252944952545364,0.136605985241114
"YIL101C",-0.611060996849206,7.22957248349846,0.0254816240698286,0.13747428414922
"YNR054C",0.831035718831064,5.10260782451474,0.0255291562670757,0.137527421999716
"YPL024W",0.941326516288012,5.39852570596864,0.02555639723301,0.137527421999716
"YGR215W",-0.914377883538989,4.80874752708075,0.0255705576652721,0.137527421999716
"YMR037C",0.653404061889188,6.48114475578754,0.0257288798274962,0.138217937779407
"YOR246C",0.609801925901971,6.9484460129838,0.0257519332032937,0.138217937779407
"YDR309C",0.630909592056896,6.72677050885311,0.0257875000923894,0.138266585798557
"YLR386W",-0.688623386234415,6.37151236447063,0.0258627986561193,0.138527947216606
"YMR277W",0.569781725497064,6.99366429839811,0.0259007847508814,0.138589122097793
"YIL009W",0.677143022614245,5.684097329534,0.0259618048480044,0.138773294971351
"YBR242W",0.720155010976949,5.91723436412148,0.026020733370023,0.138945922202057
"YML087C",-1.03236116693338,4.61539985853805,0.0260485689089582,0.138952335376314
"YNR024W",0.885070776753968,4.85133660521582,0.0261936793281852,0.139583682385232
"YML004C",-0.754111960422552,8.34076662047459,0.0262281914568411,0.139624974316673
"YML013W",-0.577439571804815,7.04514694453312,0.0262829034183074,0.139773605640479
"YLR248W",-0.698814114217412,8.10705149701267,0.0263417549851619,0.139832541223026
"YPL235W",0.608059292265457,7.35558211335243,0.0263613337393111,0.139832541223026
"YIL155C",-0.942121437999635,9.69684628488363,0.0263743953543144,0.139832541223026
"YHL004W",-0.628248295442019,6.10256233476531,0.0264740230186669,0.140218251866381
"YDR272W",-0.611330695541022,7.51883020799162,0.0265220265776816,0.140330033119437
"YJL161W",-0.838942834426641,5.46510275413995,0.0267070911280132,0.141166053105212
"YPL072W",-0.977535607634904,4.57734551700676,0.0270364984862098,0.142762563362912
"YMR209C",0.698341750969313,5.64776081355571,0.0270925616902156,0.142913947763251
"YDL130W-A",-0.679410213525666,7.31810498190514,0.0273725358145221,0.144244969034709
"YAL005C",-0.861787570830553,12.2921090482269,0.0276181573209472,0.145392458873241
"YNL050C",0.851988816838492,5.28348833801893,0.0276513055792258,0.145420222990747
"YKL194C",-0.809217977036667,5.40814632696966,0.0278005429059862,0.146057837200936
"YOR304W",0.595333077921118,7.00348804653519,0.0278799986793194,0.146327920633812
"YER156C",0.714738045525058,6.56308321262938,0.0279469293989699,0.146531789622538
"YDR100W",-0.645992866646692,6.19744861361812,0.0281198484965506,0.14729041125151
"YOL022C",0.984739184446404,5.73496621903315,0.0281607369886537,0.147356634774129
"YKR018C",-0.71053982291301,8.28491444274147,0.028223255446745,0.147505596806599
"YOR224C",1.00454716835054,6.69294765538649,0.028245752579987,0.147505596806599
"YGL221C",-0.570642375124715,6.92171977084936,0.0283488308598583,0.147895850595881
"YKR006C",-0.732367625548185,5.56264919489885,0.0283826452564974,0.14792433596718
"YHR075C",-0.800116525265654,5.10067831078215,0.0288402901481805,0.150159474753551
"YNR046W",0.807473211750743,5.26880631810819,0.0289310478183116,0.150481830975206
"YLR304C",-0.977470210377917,10.6506573598748,0.028962096543387,0.150493284528735
"YMR165C",-0.563124145317429,7.07055024912378,0.0289909809600416,0.150493480267201
"YHL024W",-0.707541132000443,6.64124992200081,0.0291012190449465,0.15091556635933
"YPL203W",-0.659725983437628,7.89785264116376,0.0292022131625932,0.151288923604021
"YMR293C",-0.806988058216131,5.17657744354518,0.0292503003609931,0.151387715261212
"YNL227C",0.612748430534693,5.89914395328546,0.0299009450222408,0.154601813856323
"YER087W",-0.752894024866521,5.56096466091536,0.0299539466489781,0.154639326519477
"YIL065C",-0.623080710380897,6.02841976438025,0.029967483057541,0.154639326519477
"YCL016C",0.87394406813296,4.96958559253115,0.0300728463718391,0.15502968332202
"YKR009C",-1.1923261116171,6.2702286153996,0.0301501393910993,0.15527470602504
"YOR143C",0.996356235945311,4.61765721729382,0.0302555573422043,0.155617046990036
"YDR234W",-0.721538555610575,7.99060192468527,0.0302762704034668,0.155617046990036
"YOR374W",-0.920093508741475,11.0855007348469,0.030338574634378,0.155652470984494
"YKL056C",1.08734929809826,10.4806708330485,0.030342833619174,0.155652470984494
"YJR068W",0.578932020227621,6.54952188515291,0.0304938574812885,0.156273530923263
"YOL164W",-1.81431455106319,6.39082035927529,0.0305554725419135,0.15643562340644
"YDR406W",-0.931406986730905,7.17282707468066,0.0307167945694827,0.156937070097942
"YCR083W",-1.05909814226472,5.52779613323414,0.030722278492137,0.156937070097942
"YBR023C",0.636864753148572,7.43016523112786,0.030743662189016,0.156937070097942
"YJL036W",-0.558966295026409,6.96813324823967,0.0308622032068582,0.157388185855503
"YHR008C",-0.802748454271496,9.14687798564159,0.0308948779465144,0.157400955319302
"YDL025C",-0.713629555421232,7.29328534554198,0.0309916637610702,0.157740009601467
"YOR145C",0.847847286543709,5.97941062130571,0.0310275488928919,0.157768735452453
"YDR511W",-0.660882137116039,5.71935144889029,0.0310883447323334,0.157923947875933
"YNL073W",-0.587013191169147,6.66866792065622,0.0312219340971529,0.158448278389929
"YDR436W",-0.580675331355243,7.18517512442491,0.0312860047847792,0.15852127164148
"YDR034C",-0.776562751507124,6.88490969124981,0.0312997734771372,0.15852127164148
"YDR069C",-0.617023917773544,6.00701639132385,0.0313274738474921,0.15852127164148
"YMR225C",-1.23542068876645,4.6265690358933,0.0313660966079843,0.158549686915723
"YOR307C",0.668364659410678,5.84591523719895,0.0313997177032187,0.158549686915723
"YGR044C",-1.01118892894995,6.03413507403134,0.0314242622715847,0.158549686915723
"YDR039C",0.976130970336729,4.85749756258845,0.031578501263258,0.159173952744364
"YPR157W",1.01558035974961,4.83749998985634,0.0316974443712677,0.15952635397431
"YCL030C",-1.66934152196822,10.0342926566017,0.0317095704564615,0.15952635397431
"YLL055W",-1.10428244335171,5.56975698159037,0.0317418713235371,0.159535012230147
"YBR175W",1.1256753299406,5.16227746042408,0.0318236811028803,0.159792246692711
"YER023W",-0.679170356088074,7.99807202995563,0.031880214241604,0.159853429049511
"YDR262W",-0.661452521500295,6.95564733006362,0.0318971477171825,0.159853429049511
"YIL097W",-0.650119525306545,6.08133283524382,0.0319960043716002,0.160109323094199
"YGR247W",-0.778737503823828,5.71014552196962,0.0320095886500382,0.160109323094199
"YDR046C",1.18786748708573,6.87796295196485,0.0320784603974433,0.160300122503316
"YLR008C",0.789605552081657,5.11891846841908,0.0322456398479616,0.160981342666809
"YGR078C",0.794392976603039,5.82812241613694,0.0323802493483774,0.161498815344632
"YLR382C",-0.57117500520271,6.50280406193997,0.0324749143980482,0.16181626400632
"YGR172C",0.615028683142603,5.99799300464377,0.0325099991127411,0.16183651275875
"YPR027C",0.847470148504798,4.87469409528281,0.0328192684343647,0.163220327380439
"YLL035W",0.945186698548044,4.78830113912608,0.0329696191380023,0.16381190765996
"YPL137C",0.680823970764858,6.57976738744694,0.0330597891117118,0.164103634439392
"YDR329C",-0.629194840972617,6.84700143413205,0.0333389915953992,0.165238101315425
"YAR071W",0.717459979785874,5.33973550178047,0.0333516811740738,0.165238101315425
"YGL211W",0.705067023573053,5.69386873894081,0.0334552247991535,0.16559384039581
"YLR367W",1.64434422758568,7.82688983510791,0.0335330758680523,0.16582185479017
"YCL040W",-0.851559748562077,11.2891289655032,0.0337821830140855,0.166895500742882
"YDR174W",0.641902783314486,7.75055315663631,0.0341507201688988,0.168482428608705
"YLR397C",0.660195615524687,5.57824126810669,0.0341679910806997,0.168482428608705
"YJR133W",-0.609571510997716,5.89688341540231,0.0342570590566498,0.168665240552871
"YMR317W",-0.979044791054768,6.37214267170031,0.0342697249350284,0.168665240552871
"YMR279C",-0.900964241421125,4.90889354865413,0.0343792258129915,0.16904469469027
"YJR129C",1.19996499486571,4.01872497075075,0.0344327886651204,0.169116928418094
"YKR043C",0.626351545064928,7.69679719396214,0.0344746804837811,0.169116928418094
"YBR262C",-0.790566154599745,5.46414517787389,0.0344911801308334,0.169116928418094
"YDR183W",0.995186394080103,4.44139856890721,0.0345235822820146,0.169116928418094
"YGR141W",-0.619046354606362,6.68037834826958,0.0345862142833091,0.169264802923099
"YDR026C",0.777449331158587,6.0632859947819,0.0348671181825147,0.170479620954245
"YOL010W",1.11599146921941,4.79483700238789,0.0349079814196634,0.170519605867401
"YMR192W",0.627463737326949,5.88429370861592,0.0349600882412344,0.170614387609467
"YPR047W",-0.795027675794787,5.58175837733361,0.0351367789961751,0.17126717786278
"YER075C",0.702048084548352,5.35551754881677,0.0351595068987995,0.17126717786278
"YLL001W",-0.662788736520766,7.47553065365363,0.0352584151144815,0.171506651141486
"YOL123W",0.639405407978289,8.00595688101783,0.0352744176106603,0.171506651141486
"YFL027C",0.737722475744347,5.66214831697639,0.0353753228103616,0.171837112757595
"YLR274W",0.769652510666752,6.53832690401461,0.0354180736730516,0.171884735211451
"YOR375C",-0.816026979211661,10.9865822073586,0.0354736381312665,0.171994396032358
"YKL138C",-0.673173997755031,5.82971022361576,0.0355086417369491,0.172004256213244
"YPL092W",-1.76953612172551,6.34275845479003,0.0357021343186102,0.172781108293311
"YIL162W",-1.01275066545872,8.95908395529229,0.0357432178455858,0.172819617701966
"YDR151C",0.792879517984398,5.51700852636473,0.0360709728444723,0.174242838268159
"YJL168C",0.700143272257097,6.18708587016414,0.0362477473997656,0.174934780929304
"YIL034C",-0.600642051495795,7.40588861856416,0.0363302054278187,0.175170685505481
"YDR115W",-0.948383972788341,4.84494935000282,0.036397795519356,0.175191253997149
"YDR461C-A",-0.996254620143479,4.24029346092931,0.0364016329946155,0.175191253997149
"YDR387C",-0.724862093203824,5.80921443037988,0.0364635529343188,0.175327516735798
"YNR002C",-0.736648841126272,6.08140542827352,0.0366723398655408,0.176169058083358
"YPL132W",-0.788262667883589,5.64892883016662,0.0369620085079446,0.177397238625526
"YMR020W",-0.597252287897874,6.01285193538636,0.037060224303941,0.177683125338765
"YLR312C",-0.933952270941446,5.52402852991122,0.0370896920632384,0.177683125338765
"YFR011C",-0.632126933618934,5.90276753188714,0.0373393031408788,0.178714811455013
"YCL047C",-0.775100385077535,5.09139026951475,0.0375211530821746,0.179420582612012
"YLR389C",0.592385761273042,7.14288007316351,0.0378261547399848,0.18063067994886
"YIL164C",-0.962797150763627,5.08151903873582,0.037843460453154,0.18063067994886
"YPL122C",0.704988923634815,5.63075954807799,0.0379105899914707,0.180785692856949
"YDR316W",-0.593920542192293,6.06893405058795,0.0380872314061669,0.181350592786998
"YBL061C",0.583647530700595,6.87365131520911,0.0380985719176824,0.181350592786998
"YDR120C",0.635045616546815,6.48953849343585,0.0381958872570575,0.181498374905988
"YFL044C",-0.661729312406464,5.99678109920405,0.0381991979388105,0.181498374905988
"YLL026W",-0.81124079823263,11.9196300562713,0.0383213539115422,0.1819131058749
"YGL219C",-0.577670566957719,6.64745076650367,0.038407395708832,0.182155803102706
"YCR088W",-0.675714002279597,8.2390594905945,0.0385026218601245,0.182441578786803
"YKL035W",-0.801980154623246,10.6276664070505,0.038587132433477,0.182524232752042
"YMR222C",0.789331372773709,5.31946469745401,0.038604012609815,0.182524232752042
"YER056C",1.05590325870978,7.7157259987538,0.0386250245271716,0.182524232752042
"YLR098C",-0.708892318577118,5.2880360993654,0.0387291232923367,0.182850530512326
"YNL173C",-0.714109725371799,8.40584364345914,0.0388450892520162,0.183187810530654
"YMR053C",-0.718449598660173,5.61405956147004,0.0388707890085173,0.183187810530654
"YHL032C",-0.717391125262579,7.74496990699613,0.0390227629716136,0.18373804550804
"YDR386W",-0.82025339976466,5.23011546671253,0.0392442595852944,0.184614339275456
"YOL093W",0.982513473015507,5.31850493721307,0.0393891332594808,0.18512892631956
"YNL035C",0.704239349824348,5.36279543180299,0.0394418491072136,0.18520983509661
"YMR074C",0.55152848551364,6.68707808347128,0.0395948097385325,0.185760901444176
"YML075C",0.748061724388537,9.22450945942552,0.0396738198905902,0.185964347142146
"YLL057C",-2.2522363977834,5.48063640350655,0.0398626804760983,0.186681870775408
"YOL083W",-0.862788462767483,5.35074181070046,0.0399648728869264,0.186950304687352
"YGR171C",-0.911320388359741,5.15703892126942,0.0399946650375618,0.186950304687352
"YGL096W",-0.566557675516138,6.43148310915644,0.0400275043771846,0.186950304687352
"YDR103W",0.616352453081651,6.20461883845749,0.0402868987744382,0.187826281083138
"YGL016W",0.640095048650617,5.56785568904388,0.0402870631650434,0.187826281083138
"YNL329C",-0.584748490889625,6.25869790060556,0.0403571074630603,0.187984847888201
"YPL207W",0.660981803594668,7.8887317668881,0.0405305267567589,0.188624226663703
"YML115C",0.564523659677409,7.19398802800334,0.0406756698044032,0.189066557830678
"YHR198C",-0.578578223405315,6.69813290832071,0.0406980533724078,0.189066557830678
"YIR024C",-0.875645329778649,4.74664774593063,0.0408902590100167,0.189790463750229
"YGR080W",-0.550789968988468,6.89811702511206,0.0410755867221227,0.190481187492724
"YBL089W",-0.712191803438325,5.2854884838949,0.041364043398797,0.191356574836744
"YPL158C",-0.591815079692404,6.55659321200808,0.0413648530133798,0.191356574836744
"YIL103W",0.854227775226865,5.40950613987607,0.0413750350679816,0.191356574836744
"YKL126W",-0.613095648805625,7.87128702586253,0.0414110739870967,0.191356574836744
"YPR163C",0.955219979726222,8.74708895385941,0.0414660101973323,0.191440863008392
"YDR253C",-1.58626547418463,4.49089030521313,0.0417463295305889,0.192564634094679
"YIL062C",-0.56852200864843,7.51674208195292,0.0419486685389602,0.193327035130526
"YLR412W",0.796449189257896,5.68605782631218,0.0421031612601096,0.193867777841123
"YBR138C",-0.75567298986217,5.1701649084136,0.0422885813811948,0.194465673622174
"YLR363W-A",1.31981029676529,3.78743722218388,0.04230755981621,0.194465673622174
"YFR028C",0.522961747301204,6.68213650188447,0.042387020694683,0.194659407538874
"YDR358W",-0.61644850548336,7.6101563986471,0.042444323269417,0.194751129724317
"YER080W",-0.531150857331848,7.28618152659837,0.0424903566939271,0.194791028885956
"YOR101W",0.689583844351983,6.0528252076959,0.042568606180652,0.194978418300669
"YNR001C",-0.793150972803977,10.4257249252908,0.0428111769358133,0.195917464977314
"YAL054C",-0.90654437864326,5.63369079782495,0.0428550906764906,0.195946545187775
"YOR133W",0.959226080363926,11.4011538076315,0.0430482224010498,0.196556954836013
"YDR086C",0.59898402373547,6.54527103277407,0.0430639446765504,0.196556954836013
"YCL017C",-0.528573138253933,7.20969243025475,0.0432227540515352,0.197109360040961
"YLR027C",-0.936198260295872,8.94384212456268,0.0433636910296059,0.197570303934815
"YIL021W",0.558437670762379,6.69482358827168,0.043399572227199,0.197570303934815
"YGR017W",-0.823738572103552,5.80646658658385,0.0434786447488418,0.197757706760861
"YDR122W",-0.625053222403334,7.74136239730376,0.0436099169785872,0.19818200076419
"YDL048C",0.733039888396995,7.60230716559476,0.0436895446577199,0.198371065691319
"YOR042W",-0.591444445519218,7.83128191492056,0.0438229665377123,0.198803840371518
"YJR019C",-0.617917246069741,5.83821401231144,0.0439221558388047,0.199001383047649
"YBL016W",0.571697431475955,6.07888972983737,0.0439428010870024,0.199001383047649
"YML023C",0.747586951913528,5.34895591348715,0.0440391167554882,0.199078206465164
"YFR024C-A",-0.576062129324715,7.67557321285454,0.0441076054842143,0.199078206465164
"YMR105C",-0.790809036090099,11.1104050764719,0.0441161706891312,0.199078206465164
"YCR012W",-0.838459961050702,12.4828768775515,0.0441182760222713,0.199078206465164
"YDL157C",0.854846422575948,5.29871455550483,0.0441505625608961,0.199078206465164
"YMR093W",0.973470710570903,4.94302019344585,0.04421591284833,0.199192026075101
"YAL030W",-0.67360277750965,5.56725203759777,0.0442834689105276,0.199192026075101
"YIL157C",-0.584806531407307,6.26294637164517,0.0442903489068654,0.199192026075101
"YDR099W",-0.717958910049444,9.03605944046464,0.044508625514755,0.199741744766017
"YDR287W",-0.611030237425794,5.84515025263669,0.0445137738345549,0.199741744766017
"YDR476C",-0.585109795281649,5.88301954380781,0.0445274389808084,0.199741744766017
"YDR430C",-0.548301842669026,7.12849895109688,0.0451128278522288,0.202129026125487
"YGR184C",-0.582952829263988,7.67601642729006,0.0451371124087008,0.202129026125487
"YJL203W",0.789091365820627,5.26116687346838,0.0452453776008666,0.202358685775135
"YPL249C",-0.542105582993126,6.88152881059769,0.0452659739888024,0.202358685775135
"YNR012W",1.17846352896459,5.03202385477216,0.0454347361615561,0.202939228214759
"YFR020W",-0.519949116033921,6.84126381254545,0.0456817974648494,0.203868209900872
"YOR188W",0.654375291233709,6.04604205903685,0.0457372413508203,0.20394118643353
"YPR098C",-0.668158686237053,5.76368982483171,0.0457788722637624,0.203952499231467
"YOR288C",-0.711205472222241,5.36737968947474,0.0460091956650952,0.204767603547017
"YNL255C",0.798725315530234,8.32123350141019,0.04604032949217,0.204767603547017
"YCR004C",-0.734868618561427,8.85101663892123,0.0463365720543395,0.205909622152887
"YER165W",0.875942423146729,9.8856945692281,0.0464654558938189,0.206306624168556
"YHR142W",0.581677142235044,6.59079482908074,0.0466472690600516,0.2069377573863
"YPR108W",-0.631518002524729,8.03023649101989,0.0467619570021551,0.207270288598337
"YMR110C",-0.657472991787153,8.16929445069102,0.046819659663163,0.207349884942887
"YIL033C",-0.62510205574651,8.15037539311053,0.0469382701787437,0.207610673834673
"YPR131C",0.873260419026469,5.34366447888289,0.046958345684544,0.207610673834673
"YDR051C",0.587392907833099,6.3325223731213,0.0470068059847068,0.207610673834673
"YNL005C",-0.595002369287311,6.98421312334614,0.0470377259866942,0.207610673834673
"YIL154C",-0.608307164890816,6.67258150215676,0.0474692901051542,0.209338365577844
"YDR400W",0.838442763554323,5.61720743858709,0.0477316247289971,0.210317471462143
"YDL112W",0.659295187987965,6.58148944067567,0.0478486289356739,0.210655103086422
"YAL015C",-0.617021439533958,5.73003582125976,0.0478988685515981,0.21069847996095
"YDL115C",-0.559409415160099,6.97821817708607,0.0479497578856996,0.210744639334199
"YHR132W-A",-0.616571337657019,5.72372413384349,0.0480138207959786,0.210848571626785
"YDR237W",-0.80775212370115,6.22014673370331,0.048084989834887,0.210983508804546
"YFR005C",0.687924795363078,5.32247724217187,0.0481450244838898,0.211069405657524
"YPR069C",0.66551836698309,7.63233927088519,0.0483165269151111,0.211395494647271
"YOR271C",0.79226220540832,7.27551050037633,0.0483192686543693,0.211395494647271
"YGR095C",0.723289414636265,5.5918618256591,0.0483409670527496,0.211395494647271
"YGR235C",-0.603842687350156,6.68849420827544,0.0483982877332102,0.211467387266394
"YCL044C",-0.567150875861233,5.94993922163268,0.0484825677766985,0.211467387266394
"YLL019C",-0.590267598652005,7.68051652510922,0.0484848450593549,0.211467387266394
"YPR048W",0.81565885210131,4.76567270051671,0.0485809660682467,0.211467387266394
"YOR148C",0.831840796233023,4.8648178814716,0.0485900748693555,0.211467387266394
"YLR241W",-0.560622230135229,7.48622252503181,0.0486090444270568,0.211467387266394
"YAL061W",-0.893712047978138,8.97009262103922,0.0486411471573075,0.211467387266394
"YDR306C",-0.526043426606849,6.56966854102019,0.0486909870659646,0.211507809761147
"YKL085W",-0.75705799347933,9.88284814145764,0.0489318586901128,0.212377293499433
"YNR034W",-0.648546864228291,5.52728844523425,0.0490042347212158,0.212514623890759
"YOR227W",-0.663721681455121,7.98616404729307,0.0491627246560415,0.212879363596597
"Q0158",-0.87271831032799,5.24465757598417,0.049169950763638,0.212879363596597
"YLR293C",0.786607764289963,9.03079321452993,0.0493256769715551,0.213217767229575
"YKL210W",-0.724826768003131,9.42788999373341,0.0493298533728381,0.213217767229575
"YDR092W",-0.650805963469457,5.67009144917823,0.0494749940224583,0.213517840956684
"YBR132C",-0.689516917107551,7.15804498526888,0.0494811327806461,0.213517840956684
"YKR056W",0.915422674940743,5.90830366597075,0.0495503185433482,0.213582095015289
"YLR253W",-0.52661958377236,6.50069194509461,0.049577902446524,0.213582095015289
"YDR155C",-0.792247967794481,10.2550189986837,0.0497718839969928,0.214100276938753
"YOL107W",-0.825255928091332,4.86978640088714,0.0497972667689179,0.214100276938753
"YPR155C",-0.58950639435544,6.87270403649059,0.0498213027034017,0.214100276938753
"YBL066C",-0.657789955306375,6.63417052714079,0.0499595735859252,0.214365930771056
"YJL156C",0.577946901720351,6.1291881622464,0.0499653003292323,0.214365930771056
"YPL247C",-0.617774732862052,8.12829495078731,0.0500096864085844,0.214380060799987
"YLR285W",0.79000002216098,5.38527072783945,0.0504807457655597,0.216067612984102
"YNL183C",-0.611617615619157,6.89352517791457,0.0505263664867822,0.216067612984102
"YJL096W",-0.775466767356787,5.32780472999098,0.0505275997394296,0.216067612984102
"YBR060C",0.69602807530844,5.51977138652237,0.0507334926723316,0.216616416041041
"YHL033C",1.1481431586146,9.34618301697478,0.0507389803339376,0.216616416041041
"YNR037C",-0.887589309594521,4.85138192888112,0.0508979817828881,0.217117555978191
"YPL088W",0.804808928630265,4.93829851102714,0.0509536915804363,0.217144802531994
"YNL080C",0.588283669528382,6.13012264480584,0.0509876141655534,0.217144802531994
"YJL076W",0.541614803713079,7.54356153331311,0.0511678815471683,0.217694069053273
"YPL219W",-0.694801933109313,5.54839002040839,0.0512000426928055,0.217694069053273
"YBR158W",0.575514386432525,7.30363008944653,0.0515297663105112,0.218917582118841
"YBL031W",1.12684265442804,3.78113863969234,0.0516792584629669,0.219262159644076
"YER026C",-0.63698876039111,8.31168393705561,0.0516949312559351,0.219262159644076
"YOR179C",0.824214900719098,4.72722771457659,0.0519867052301754,0.220320585853636
"YJL107C",0.859991066055208,5.46307512308356,0.0521416493235126,0.220797877046076
"YLR172C",0.530525046945898,7.12037811420463,0.0521864007528602,0.220808153063805
"YNL023C",0.563726036783755,6.13550074706369,0.0522714603917137,0.22098882403855
"YOR286W",-0.653661998520582,5.75532271114995,0.0524017356234814,0.221360206273443
"YNR069C",-1.13856926688896,4.67066207898018,0.0525016175652196,0.221602701325041
"YGR175C",0.83728815123243,8.79499664237756,0.0526610118881765,0.222095795489585
"YDL104C",-0.969930364808616,4.39248494493881,0.0527144148933772,0.222141439821283
"YLR430W",0.507510054182868,7.44101006041627,0.0529925355723682,0.223018611483403
"YLL012W",0.691733603313938,5.8767147813254,0.0530112152363154,0.223018611483403
"YDR009W",-0.837389467458184,4.42913138439059,0.0530508140408094,0.223018611483403
"YOR001W",0.540537554279387,6.58024755934588,0.0531046449868564,0.223065163362665
"YER028C",0.904555500999492,4.66284775843572,0.0531523967122916,0.22308612521965
"YHR007C",0.783773070275188,9.52565145721012,0.0534541093239591,0.224128476474542
"YLR273C",-0.765831138514653,4.99935186095936,0.0534866691989276,0.224128476474542
"YGR210C",0.498887150682279,7.0064497559748,0.0536996516460718,0.224748559174564
"YKR037C",-0.679671745447636,5.43866590306119,0.053747637789807,0.224748559174564
"YGR032W",-0.498885547219838,7.34053095157215,0.0537638876461291,0.224748559174564
"YGR028W",-0.719343997106405,5.71541544823113,0.0538282968531802,0.224837649866326
"YGL145W",0.65630125229781,5.73589438349324,0.0541037546092981,0.225490886889293
"YLR088W",0.544573926287364,6.07617628811224,0.0541108804350335,0.225490886889293
"YOR006C",0.543146248629396,5.95334752885999,0.0541155668410786,0.225490886889293
"YBR288C",0.723755830951004,6.2258521577851,0.0541575773954924,0.225490886889293
"YLR212C",0.581053150757779,5.65107860334347,0.0543643913494375,0.226127774116235
"YGR083C",0.506829732395798,7.1038597475384,0.054397231457902,0.226127774116235
"YOR168W",0.658529068300694,8.37266851790758,0.0544608023245803,0.226211787999471
"YGR220C",-0.559952239218885,5.93147155070551,0.0545781949370209,0.226365189061811
"YDR073W",0.706910433601722,5.49525235454223,0.0545845136744791,0.226365189061811
"YBR157C",0.808378292431919,4.76268809265932,0.0546892182977974,0.226619262795559
"YJR135C",-1.30484731342016,3.75030192690665,0.0548427087578346,0.227074929833034
"YDR516C",-0.800969030272738,10.0967906122968,0.0549832934375376,0.227303308268511
"YMR304W",-0.583349346287902,7.36588654231841,0.0549850057571134,0.227303308268511
"YKL100C",-0.5896736195397,7.86349882240656,0.0551192277961528,0.227677760421638
"YNL037C",-0.766214005003367,8.65167433693807,0.055181716418429,0.227755549489671
"YHR068W",0.791273147471987,7.40919349421431,0.0555999306779638,0.229300267467934
"YPL240C",-0.766524062330658,10.9705589473849,0.055758186733592,0.229771295568049
"YJL061W",0.559155881464799,6.4673071454607,0.0558941314477997,0.230149710941729
"YMR133W",-0.815597427444407,4.83402218284472,0.0560112103117737,0.230449908672337
"YOR020C",-0.661279154245572,7.91085664738921,0.0561027161999966,0.230644499933319
"YPL271W",-0.499405699458407,7.4597939907643,0.0561785460002553,0.230774389356954
"YOR196C",-0.546366997014356,6.3858821604117,0.0562733959606508,0.23082848791972
"YAL060W",-0.740456882833502,9.69206619564026,0.0562802063703055,0.23082848791972
"YDR379C-A",-0.953614639219811,4.13849095812664,0.0567560482853055,0.232483710044803
"YGL077C",0.592952984535937,8.02374119083929,0.0567729052323326,0.232483710044803
"YML062C",0.562666694864182,6.19688559517532,0.0569885312039166,0.233183660620261
"YLL056C",-1.06063794594443,4.1034951314785,0.0572671757298761,0.234140169108749
"YPL215W",-0.670703689958345,6.27966213003692,0.0573564694687863,0.234321614110147
"YPR025C",0.599158206491188,5.63438975175146,0.0576933376713959,0.235427543439193
"YKR035W-A",-0.509353556005517,6.48456235089467,0.0577222491470324,0.235427543439193
"YOR386W",-0.509438506815519,6.70596059179154,0.057762556182129,0.235427543439193
"YMR182C",-0.8277474802948,5.57462478917201,0.0578567362756537,0.235588398079287
"YGR102C",-0.778776340036415,5.57700930934374,0.0579105621382283,0.235588398079287
"YFR045W",-0.839257163747752,5.25674914336962,0.0580074789501211,0.235588398079287
"YGR197C",-0.672576526708675,5.47134385554602,0.0580143879418944,0.235588398079287
"YDL111C",0.707926296903191,5.96487249918078,0.0580867743373235,0.235588398079287
"YNL321W",-0.530361664375405,7.51772519097495,0.0581274347460062,0.235588398079287
"YGL224C",-1.06932807056815,5.93094479665983,0.0581320698975975,0.235588398079287
"YLR205C",0.537768367546663,7.51079897759464,0.0581632847855322,0.235588398079287
"YML106W",0.594658370699375,7.68285059542605,0.0582515828384379,0.235763000518333
"YJR152W",-1.13325331473898,5.51442258270042,0.0583955484950003,0.236014822118118
"YOR389W",-0.931544127090553,5.42937047639046,0.0584409084162272,0.236014822118118
"YKR082W",0.531145393579837,6.84465410554904,0.0584495208312458,0.236014822118118
"YHR092C",0.801510089624834,11.1962062372028,0.0586544892155428,0.236632753543781
"YNL138W",-0.620057578343964,8.2380412745755,0.0586932687532398,0.236632753543781
"YPL038W",0.909693185333229,4.38225209683104,0.0588170189801742,0.236948562177273
"YBR252W",0.758647438268521,5.03009106059293,0.0589617566606303,0.237348367668602
"YIL035C",0.57158623277798,6.74539024317946,0.0590741368429411,0.237617403168561
"YHL013C",0.736578135481396,4.85169689721082,0.0591874431696761,0.237889746545609
"YDR441C",0.878367933460109,5.3430493002077,0.0594631404344378,0.238813859620063
"YFL041W",-0.491581331106946,6.77199205094719,0.0596011554389904,0.239124502004333
"YNL217W",-0.731357354603093,5.50373235563516,0.0596321596909407,0.239124502004333
